title,medium,composition_date,image,copies,bad_id,info,info_filename,virtual,virtual_objects
An Island in the Moon,ms,c. 1784-85,bb74.1.1.ms.100.jpg,bb74.1,bb74,"<p>Perhaps drawing on a literary tradition of moon-voyage or flight narratives, Blake sets the   earliest extended manifestation of his penchant for satire ""In the Moon"" on a ""certain Island""   with ""some affinity to England"" (<a href=""&#xA;            /blake/copy/bb74.1?descId=bb74.1.ms.01"">Object 1</a>, page 1,   Erdman page 449), which provides the domestic settings&mdash;study, parlor, garden&mdash;for a boisterous   sendup of middle class London social and intellectual life distilled into eleven brief chapters   of ""Great confusion &amp; disorder"" (<a href=""&#xA;            /blake/copy/bb74.1?descId=bb74.1.ms.10"">Object 10</a>).   The use of dialogue interspersed with song lyrics links <i>An Island in the Moon</i> to both   contemporary theatrical forms and broader eighteenth-century traditions of satirical narrative.   Blake's experiences in the London social circle of the Rev. A. S. Mathew and his wife Harriet in   the 1780s may be the main inspiration for these mocking reflections, which feature impertinent,   passionate, confrontational characters, some if not all derived from Blake's contemporaries. The philosopher-trio Suction the Epicurean, Quid the Cynic (perhaps Robert and William Blake), and   Sipsop the Pythagorean join such companions as Inflammable Gass the Wind Finder, Obtuse Angle,   and Mrs. Nannicantipot in a swirl of idle gossip, recitation, rude joking, drunken singing, and passionate wrangling about topics of current interest: ""Fissic Follogy, Pistinology[,] . . . Hogamy HAtomy, &amp; hall that"" (<a href=""&#xA;       /blake/copy/bb74.1?descId=bb74.1.ms.05"">Object 5</a>). The   resulting disarray, bordering on farce &mdash;""O ay come Ill sing you a song said the Cynic. the   trumpeter shit in his hat said the Epicurean"" (<a href=""&#xA;         /blake/copy/bb74.1?descId=bb74.1.ms.03"">Object 3</a>) &mdash; is a self-undermining scramble that deflates nearly every pretense to lyricism or serious thought. Blake, writing in his mid to late 20s, demonstrates a born satirist's instincts for the ridiculous. Though satire is never entirely absent from the illuminated books, only in <i>The Marriage of Heaven and Hell</i> (1790) is it the dominant mode. <i>An Island in the Moon</i> underscores the importance of the extensive stretches of humor and satire that show up frequently among his other writings. So, although Blake left it orphaned, untitled, and   unfinished in a heavily revised manuscript, <i>Island</i> is in some sense a primary literary experiment for him, setting the undertone of much to follow.</p><p><i>Island</i> is an incomplete manuscript written in pen and ink in Blake's hand. It notably contains the earliest extant drafts of ""Nurse's Song,"" ""HOLY THURSDAY,"" and ""The Little Boy Lost,"" which make their first published appearance in his <i>Songs of Innocence</i> (1789). The   history of Blake's associations with the Mathew circle, along with topical allusions to balloon hats&mdash;a short-lived fashion associated with early demonstrations of ballooning&mdash;and the performing monkey General Jacko, suggest a period of composition c. 1784-85. Before the manuscript was   given to the Fitzwilliam Museum in 1905, two or more leaves may have been removed, stranding the passage ("". . . them Illuminating the Manuscript . . ."") that begins abruptly on <a href=""&#xA;            /blake/copy/bb74.1?descId=bb74.1.ms.17"">Object 17</a>. The contents of a final page of lettering   and rough sketches (<a href=""&#xA;            /blake/copy/bb74.1?descId=bb74.1.ms.18"">Object 18</a>) seem unrelated to   the text of <i>Island</i>. The sketches and lettering on the verso of Object 18 may reflect   Robert Blake's attempts to draw subjects that had been set as exercises for him by older brother William, and, in some instances, corrected by one of them (see the Object Note under Editors' Notes for Object 18). For more details about the entire manuscript, see Work Information, available from each object view page.</p>",bb74.info.xml,0,
There is No Natural Religion,illbk,c. 1788,nnr.c.p2.100.jpg,"nnr.c,nnr.b,nnr.l,nnr.g",nnr,"<p>Blake divided this series of aphoristic declarations and accompanying emblem-like designs into two groups of numbered propositions, designated by modern editors as ""series a"" and ""series b."" In the first, Blake states basic principles, derived from the philosophy of John Locke and his followers, about physical perception, reason, and the limits of knowledge. The second series redefines and confutes the first and argues for the infinitude of spiritual perceptions. Shared graphic styles, themes, and genre closely associate <cite>There is No Natural Religion</cite> with<cite>All Religions are One</cite>.</p><p>Blake etched the work in relief on twenty small plates c. 1788.A few designs show touches of white-line work. Impressions of only nineteen plates are now extant; no impression is known from the plate that presumably bore proposition ""III"" in series b. Only two printings are known. The first, c. 1794, is an abridgment consisting of twelve plates (a1-9; b3, 4, 12). These show rudimentary color printing and hand tinting on some plates. This printing is represented by Copies A-D, G, and M, although later extractions and additions in some of these copies have obscured Blake's intentions for his abridgment, in which the Lockean principles of series a are directly refuted by the three plates from series b. The second printing (1795) contains ten plates from series b (b1, 3, 4, 6, 7-12) plus the title page from series a(a2). Only a single large-paper copy (L), printed as a companion to the large-paper copy (A) of <cite>All Religions are One</cite>, plus a few loose pulls, are known from this printing. It too shows rudimentary color printing. At a much later date, probably no earlier than 1818, Blake added pen and ink framing lines to Copy L.</p>",nnr.info.xml,0,
"John Gabriel Stedman, Narrative, of a Five Years' Expedition, against the Revolted Negroes of Surinam",comeng,1796,bb499.1.1.com.100.jpg,"bb499.1,bb499.2",bb499,"<p>J. G. Stedman's <i>Narrative</i> contains a frontispiece to volume 1, an engraved vignette on the title page of each of the two volumes, and eighty numbered full-page plates (including three maps).  Thirteen of the numbered plates are signed by Blake; a further three unsigned plates (7, 12, and 14) have been attributed to Blake by modern scholars.  As both title pages indicate, the full-page plates are based on drawings by Stedman.  None of the drawings on which Blake based his engravings has been traced, but it is likely that Blake made various minor alterations in Stedman's amateur designs.</p><p>Blake began work on the Stedman plates in 1791.  Stedman visited Blake in June 1794 and subsequently the engraver helped the author with various business matters, very probably including negotiations with the book's publisher, Joseph Johnson.  Blake's attitudes towards slavery and colonialism were indebted to Stedman's autobiographical narrative, as is particularly evident in the texts and designs of his illuminated books <i>Visions of the Daughters of Albion</i> and <i>America</i>, both dated 1793.  Stedman's relationship with a female slave, Joanna, may have influenced Blake's complex representations of gender and sexuality.</p><p>Most, possibly all, of the large-paper copies issued in 1796 have hand-colored plates that include touches of liquefied gold and silver.  This tinting was very probably executed by anonymous commercial colorists hired by Johnson.  A second edition was issued in 1806 and reprinted in 1813.  Some copies of these two later issues also have hand-colored plates, but in a style different from the 1796 coloring.</p>",bb499.info.xml,0,
Jerusalem The Emanation of The Giant Albion,illbk,1804-c. 1820,jerusalem.e.p2.100.jpg,jerusalem.e,jerusalem,"<p>Blake's final and longest epic in illuminated printing constitutes a recapitulation and summation of his multiple interests, ranging from his own mythology to biblical history, from sexuality to epistemology, and from the Druids to Newton. The cast of characters is vast, but Los (the artist's imagination at work in the material world), Jerusalem and Albion (the female and male portions of divided humanity who must be reunited), the nature goddess Vala, and Jesus play major roles. The poem is divided into four chapters, each addressed to a different audience: the Public, the Jews, the Deists, and the Christians. <cite>Jerusalem</cite> concludes with a vision of human consciousness in a post-apocalyptic universe. Portions of <cite>The Four Zoas</cite>, Blake's long manuscript poem, are repeated (often with little   revision) in <cite>Jerusalem</cite>.</p><p>The one-hundred plates of <cite>Jerusalem</cite> were etched in relief, with many designs in white-line etching, between c. 1804 (the date on the title page) and 1820. Sixty plates may have been completed by 1807; a few examples were exhibited in 1812. The printing of 1820 produced Copies A, C, and D. In the next year, Blake printed Copies B (chapter 1 only, Plates 1-25) and E. Copy F was printed, but left uncollated by Blake, in 1827. Copies H-J are posthumous. There are two arrangements of the plates in chapter 2, early (Copies A and C) and late (Copies D and E). Copy F was collated by John Linnell, using Copy C as a model. Most lifetime copies have hand tinting in gray or black, but only Copies B and E are colored.</p>",jerusalem.info.xml,0,
Deaths Door,spb,1805,esxiii.1.1.sp.100.jpg,esxiii.1,esxiii,"<p>In October 1805, Blake was commissioned by the engraver and would-be publisher Robert H. Cromek to prepare forty drawings illustrating Robert Blair's <a href=""&#xA; /blake/work/bb435""> <i>The Grave</i></a>, a popular ""Graveyard"" school poem first published in 1743. Cromek planned to select twenty of these designs for a de luxe edition of the poem. In Cromek's first prospectus of November 1805, Blake is named as both the designer and engraver of fifteen designs. The prospectus further states that ""the original Drawings, and a Specimen of the Stile of Engraving, may be seen at the Proprietor's, Mr. Cromek."" The ""Specimen"" is probably this white-line etching of <i>Deaths Door</i>. Its rugged and primitive boldness, coupled with public reaction to such a ""Style of Engraving,"" apparently convinced Cromek to find another craftsman to engrave Blake's designs. In a second prospectus, also of November 1805, Cromek announced that Luigi (or Louis) Schiavonetti would engrave twelve designs for the new edition. Blake had lost both the chance to introduce one of his highly individual graphic techniques into a commercial project and the potentially lucrative commission to engrave his own designs. His relationship with Cromek soon descended into anger and argument. The volume with Schiavonetti's engravings was not published until 1808.</p> <p>This is the only known impression of the white-line <i>Deaths Door</i>; it may be the one Cromek displayed to the public.</p>",esxiii.info.xml,0,
"Illustrations to Milton's ""On the Morning of Christ's Nativity"", The Butts Set",wc,c. 1815,but542.1.1.wc.100.jpg,but542.1,but542,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his <cite>Notebook</cite> (Butlin 201). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and, in 1809, the six water colors illustrating ""On the Morning of Christ's Nativity"" presented here (Butlin 538). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542). The Butts set of the ""Nativity Ode"" water colors is now in the Huntington Library and Art Gallery.</p> <p>Blake's interest in the ""Nativity Ode"" began some years before his execution of these water colors. His illuminated book, <cite>Europe a Prophecy</cite> (1794), clearly shows the influence of Milton's ode. By 1809, Blake may have taken a renewed interest in the poem because of his increasingly Christocentric theological views. His harsh criticism of classical civilization resonates with two of the ""Nativity"" designs, ""The Old Dragon"" and ""The Overthrow of Apollo and the Pagan Gods"" (Objects 3 and 4). Modern critics have been hard pressed to find Blake dissenting from Milton's own iconography and perspectives in the ode.</p> <p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite>.</p>",but542.info.xml,0,
"Illustrations to Milton's ""L'Allegro"" and ""Il Penseroso"" and Descriptions of ""L'Allegro"" and ""Il Penseroso"" Designs",wc,c. 1816-20,but543.1.1.wc.100.jpg,but543.1,but543,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his Notebook (Butlin 201; see Related Works, below). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and six water colors illustrating ""On the Morning of Christ's Nativity"" in 1809 (Butlin 538). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542), to which he added the twelve illustrations to ""L'Allegro"" and ""Il Penseroso"" c. 1816-20 (Butlin 543) presented here. Although we can be confident that Butts was the first owner of these illustrations and very probably commissioned them, there are no extant records of such a commission. The dating of the water colors is based on the presence of an ""1816"" watermark in six of the designs and on stylistic features, particularly the high degree of finish with fine brush strokes, indicative of Blake's later style.</p><p>Each design is accompanied by a separate sheet of paper on which Blake wrote in pen and ink a brief title, now considered the verso of each sheet because glued to a backing sheet. The rectos of the inscribed sheets bear pen and ink quotations, in Blake's hand, of the lines illustrated, to which Blake added his own comments on the motifs pictured. These quotations and comments are of course important in understanding Blake's pictorial responses to ""L'Allegro"" and ""Il Penseroso."" The rectos of these inscribed sheets are presented here, each following the water color to which it refers. Because of the backing sheets, the verso inscriptions can only be read with the aid of a strong backing light, but they cannot be photographed. Thus, they are included here in the Editors' Notes, but they are not reproduced.</p><p>As is typical of his work as an illustrator of the works of other poets, Blake paid close attention to the text, but this disciplined approach did not preclude the inclusion of his own interpretations. In itself the selection of passages to illustrate indicates Blake's emphasis on imaginative states of consciousness, including dreams and visions.</p> <p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite> (c. 1804-10; see Related Works, below).</p>",but543.info.xml,0,
"Illustrations to Milton's ""Paradise Regained""",wc,c. 1816-20,but544.1.1.wc.100.jpg,but544.1,but544,"<p>The poetry of John Milton was important to Blake as both poet and artist from his earliest years. As he told John Flaxman in a letter of 12 September 1800, ""Milton lovd me in childhood &amp; shewd me his face"" (Erdman page 707). Several early drawings, such as the <cite>Satan, Sin, and Death</cite> of c. 1780 (Butlin 101), were probably inspired by Milton. In 1790-92, Blake loosely sketched several illustrations to <cite>Paradise Lost</cite> in his <cite>Notebook</cite> (Butlin 201). He composed his first series of water colors illustrating one of Milton's poems in 1801 when the Rev. Joseph Thomas commissioned eight designs for <cite>Comus</cite> (Butlin 527). Thomas later acquired (very probably on commission) a set of twelve water color illustrations to <cite>Paradise Lost</cite> in 1807 (Butlin 529) and, in 1809, six water colors illustrating ""On the Morning of Christ's Nativity"" (Butlin 544). Between 1808 and 1815, Blake produced similar (but not in every respect identical) sets of the <cite>Paradise Lost</cite> and ""Nativity"" designs for Thomas Butts (Butlin 529, 542). Twelve illustrations to ""L'Allegro"" and ""Il Penseroso"" for Butts followed c. 1816-20. The twelve designs for <i>Paradise Regained</i> presented here are on the same paper, watermarked 1816, Blake used for the ""L'Allegro"" and ""Il Penseroso"" designs. Dated by Butlin to c. 1816-20, the <cite>Paradise Regained</cite> designs may have also been commissioned by Butts, but they were apparently either never delivered to him, or returned by him to Blake, since John Linnell's account books indicate that he purchased the designs directly from Blake in 1825. Thus it is possible that the <cite>Paradise Regained</cite> designs were produced at a later date, c. 1820-25, on commission for Linnell.</p><p>The <cite>Paradise Regained</cite> designs exemplify Blake's mature style as a water colorist and his close attention to the text he is illustrating. Many of the designs significantly juxtapose the dignified symmetry and calm repose of Blake's portrayals of Christ with the anxious and twisting energies of Satan. Through the deployment of such postures and gestures, Blake dramatizes the poem's conflict between divine imagination and satanic materialism. This struggle offers a pictorial analogue to the contests between the Zoas and their Spectres or Selfhoods in Blake's epic poems.</p><p>Blake's literary response to the life and works of John Milton finds its fullest expression in the illuminated book <cite>Milton a Poem</cite>.</p>",but544.info.xml,0,
Milton a Poem,illbk,c. 1804-1811,milton.a.p2.100.jpg,"milton.d,milton.c,milton.b,milton.a",milton,"<p>One of Blake's two final epics, <cite>Milton</cite> follows the titular hero in a journey of self-discovery and renewal. In the poem's first ""Book,"" John Milton returns from heaven to the mortal world and unites with the imagination through the person of William Blake. Together, they set out to reconfigure the relationship between a living poet and a great predecessor. In the second and final book, Milton unites with his feminine aspect, Ololon, in progress towards the apocalyptic overcoming of divisions between the sexes, between the living and the dead, and between human consciousness and its alienated projections into the external world. This plot is integrated with expansive references and allusions that range from the Bible to Blake's own life, particularly the difficult relationship with his patron William Hayley. Portions of <cite>The Four Zoas</cite>, Blake's long manuscript poem, are repeated (often with little revision) in <cite>Milton</cite>.</p><p>Blake etched forty-five plates for <cite>Milton</cite> in relief, with some full-page designs in white-line etching, between c. 1804 (the date on the title page) and c. 1811. Six additional plates (a-f) were probably etched in subsequent years up to 1818. No copy contains all fifty-one plates. The prose ""Preface"" (Plate 2) appears only in Copies A and B. Plates a-e appear only in Copies C and D, Plate f only in Copy D. The first printing, late in 1810 or early in 1811, produced Copies A-C. Blake retained Copy C and added new plates and rearranged others at least twice; the volume was not finished until c. 1821. Copy D was printed in 1818. As a partly masked white-line inscription on the title page suggests, Blake may have originally planned to write twelve ""Books"" for <cite>Milton</cite>.</p>",milton.info.xml,0,
On Homers Poetry [and] On Virgil,illbk,c. 1822,homer.b.p1.100.jpg,"homer.f,homer.b",homer,<p>The first of these two tractates on a single plate offers an anti-classical perspective on morality and concepts of unity in the arts. The second tractate denounces ancient Greece and Rome as tyrannies promoting war and dominion and destroying the imaginative arts. Blake etched in relief and printed all copies (A-F) c. 1822.</p>,homer.info.xml,0,
A Large Book of Designs,spb,1796,bb85.a.1.sp.100.jpg,bb85.a,bb85,"<p>When Blake was printing Copy A of <i>A Small Book of Designs</i> for the miniature portrait painter Ozias Humphry in 1796, he apparently also color printed some larger plates as companions. This group, designated Copy A of <i>A Large Book of Designs</i> and now in the British Museum, includes the design only from <i>Visions of the Daughters of Albion</i> Plate 7, a rejected plate from <i>America</i> with fragments of its text obscured by the printed colors to create a design usually entitled ""A Dream of Thiralatha,"" four full-page designs etched in relief, and two plates originally etched and engraved in intaglio. These last two, ""Albion rose"" and ""The Accusers of Theft Adultery Murder,"" were color printed from their surfaces, not the incised lines, to create prints similar to those pulled from millboards used in the large color prints designed and executed the previous year.</p><p>Although apparently bound together at one time, Blake did not stab the leaves and may have issued <i>A Large Book of Designs</i> Copy A as unbound color prints. The impressions are not numbered and do not appear to constitute a sequential series. When Blake was printing Copy A for Humphry, he apparently pulled an impression of each plate to build up his stock of works. The thinner color printing in these latter impressions indicates that they are second pulls with little if any addition of color to the copperplates. This group, often referred to as Copy B of <i>A Large Book of Designs</i>, is now dispersed into several collections. There is no evidence that Copy B was issued by Blake as a sequential series; it does not constitute a ""copy"" or even a ""work"" as usually defined.</p>",bb85.info.xml,0,
The First Book of Urizen,illbk,1794,urizen.a.p1.100.jpg,"urizen.g,urizen.f,urizen.d,urizen.c,urizen.b,urizen.a",urizen,"<p>With its double columns of text and divisions into chapters and verses, the format of <cite>The [First] Book of Urizen</cite> indicates its close relationship to the Bible. The poem is in many respects a heterodox rewriting of Genesis, one in which the creation of the universe is seen as a fall into materiality and its abstract laws. The process is initiated by Urizen when he separates himself from his fellow ""Eternals"" and thereby creates difference, absence, and self-consciousness. As Urizen falls into this void of his own making, Los reacts by building a material and temporal base below which Urizen cannot descend. Through this narrative of ultimate origins, Blake explores fundamental epistemological and ontological issues.</p> <p>Blake etched in shallow relief the twenty-eight plates of <cite>The [First] Book of Urizen</cite> in 1794, although only Copies A and B contain them all. In the same year, he printed proof Copies H and I (only 3 and 2 plates respectively) and Copies A, C-F, and J. Copy B was printed in 1795 and Copy G in 1818. Bentley Plate 4 appears only in Copies A-C (an impression was pulled for Copy G but not included). The full-page designs are differently positioned in each copy; Copies A, B, E, and F also have variant orders of text plates.</p>",urizen.info.xml,0,
Sketchbook Containing Drawings for the Engraved Illustrations to the Book of Job,penc,1823,but557.1.1.pd.100.jpg,but557.1,but557,"<p>Blake's pictorial engagements with The Book of Job extended over many decades.  His first efforts were a small group of wash drawings of the mid-1780s showing Job in his misery with his wife and three friends (Butlin 162-164).  Another version of this subject appears among Blake's emblem series he sketched in his Notebook (Butlin 201.20), but the composition appearing in the wash drawings culminated in the large intaglio etching/engraving, ""Job"" (Essick V) which Blake listed in his advertisement <i>To the Public</i> of 10 October 1793.  This print may have stimulated Blake's chief patron, Thomas Butts, to commission a tempera painting, <i>Job and His Daughters</i> (Butlin 394) c. 1799-1800 and, about six years later, a series of nineteen water colors illustrating the story of Job (Butlin 550, the so-called ""Butts set"").  In 1821, Blake and his new patron John Linnell borrowed the water colors from Butts.  Linnell traced the series and Blake colored them (Butlin 551, the so-called ""Linnell set"").  Blake also added two more compositions to this later group and added versions of these same compositions to the earlier group, so that both sets now have twenty-one designs.  The Linnell set led directly to his commissioning engravings.  These began as a series of reduced sketches executed in 1823 (Butlin 557); the engravings themselves, with a title page added, were not finished and published until 1826.</p><p>The sketchbook containing the reduced drawings, preparatory for the engravings, is presented here.  We have reproduced the full leaves, edge to edge, to give a sense of the work as a whole and to include the numbers top right, possibly inscribed by Linnell or a member of his family.  Also included are the covers that bear inscriptions, one by John Linnell (Object 3), and others possibly attributable to Blake, Linnell, or members of Linnell's family (Objects 1 and 32).</p><p>Blake follows the general outline of the story of Job in the Bible, but also incorporates into his designs many motifs representing his personal interpretation.  At the beginning, Job and his family attend only to the letter, rather than the spirit, of God's laws.  Job thereby falls under a false conception of God and into the hands of Satan.  Job's sufferings are recorded in the first half of the series, culminating in his horrific vision of a devil-god in the eleventh design.  Job's spiritual education and material restoration are pictured in the second half of the series.  In the penultimate design, Job tells his story to his daughters; the entire family is restored to life in the final design.  Some critics and biographers have interpreted the Job series as personal statements about Blake's own tribulations and the spiritual peace he found late in life.  However appealing this approach may be, it is made questionable by the earlier dating of the Butts series, the basis for all the later works.</p>",but557.info.xml,0,
"Drawings for Mary Wollstonecraft's ""Original Stories from Real Life""",mono,1791,but244.1.1.wd.100.jpg,but244.1,but244,"<p>In 1788, Joseph Johnson published the first edition of Mary Wollstonecraft's morally instructive narrative for children, <i>Original Stories from Real Life; with Conversations, Calculated to Regulate the Affections, and Form the Mind to Truth and Goodness</i>.  A few years later, Johnson decided to issue a new edition, for which he commissioned Blake to prepare a series of illustrations.  Blake's extant drawings, now in the Library of Congress, are presented here.  In addition to these ten designs, Blake must have executed at least one further drawing as a preliminary for his fifth plate; this drawing is untraced.  A total of six designs were selected for publication in the 1791 edition of Wollstonecraft's book (Bentley 514); revised states were published in the 1796 edition.  Blake engraved the designs himself.</p><p>Modern interpreters of the illustrations for <i>Original Stories</i> have detected a pictorial critique of Wollstonecraft's stories.  Blake appears to have found her morality too calculating, rationalistic, and rigid.  He represents Wollstonecraft's spokesperson, Mrs. Mason, as a domineering presence.  From Blake's perspective, Mason's acts of charity are excessively condescending and tend to reinforce the underlying social conditions that create disparities between wealth and poverty.  As Blake wrote in ""The Human Abstract,"" ""Pity would be no more, / If we did not make somebody Poor"" (Erdman page 27).</p>",but244.info.xml,0,
Laocoön,illbk,"c. 1815, c. 1826-27",laocoon.b.p1.100.jpg,laocoon.b,laocoon,"<p>In an inscription beneath his detailed reproduction of the Laocoön, Blake reinterprets the famous Greek sculpture as a copy of an original Hebraic work representing Jehovah and his two sons, Satan and Adam. Other inscriptions surrounding the central design set forth Blake's interrelated opinions on money, empire, morality, Christianity, and the arts. The central image of the statue may have been executed as early as c. 1815 in connection with Blake's work on illustrations for Abraham Rees, <i>The Cyclopaedia; or, Universal Dictionary of Arts, Sciences, and Literature</i>. The inscribed texts surrounding the statue were almost certainly added at a much later date, c. 1826-27. Both impressions (A and B) of the single plate, etched and engraved in intaglio, were printed in 1826 or 1827.</p>",laocoon.info.xml,0,
Illustrations of the Book of Job,spb,1823-26,bb421.1.1.sp.100.jpg,bb421.1,bb421,"<p>Blake's twenty-two engraved Illustrations of the Book of Job are the culmination of his long pictorial engagement with that biblical subject. His first efforts were a small group of wash drawings of the mid-1780s showing Job in his misery with his wife and three friends (Butlin 162-64). Another version of this subject appears among Blake's emblem series he sketched in his Notebook (Butlin 201.20), but the composition appearing in the wash drawings became the basis for the large intaglio etching/engraving, ""Job"" (Essick V), which Blake listed in his advertisement <cite>To the Public</cite> of 10 October 1793. This print may have stimulated Blake's chief patron, Thomas Butts, to commission a tempera painting, <cite>Job and His Daughters</cite> (Butlin 394) c. 1799-1800 and, about six years later, a series of nineteen water colors illustrating the story of Job (Butlin 550, the so-called ""Butts Set""). In 1821, Blake and his new patron John Linnell borrowed the water colors from Butts. Linnell traced the series and Blake colored them (Butlin 551, the so-called ""Linnell Set""). Blake also added two more compositions to this later group and added versions of these same compositions to the earlier group, so that both sets now have twenty-one designs.</p><p>The Linnell set led directly to his commissioning of the engravings, as set forth in a contract dated 25 March 1823. Blake first executed a series of twenty-one reduced pencil sketches of the central designs (Butlin 557). These he transferred to copperplates. Rather than using the customary ""mixed method"" of preliminary etching followed by engraving, Blake used pure line engraving in the Job plates. Perhaps one of his motivations was to evoke the art of the master engravers of the Renaissance whom Blake greatly admired, such as Albrecht D&uuml;rer. The Job engravings are generally considered to be Blake's masterpiece as an intaglio printmaker.</p><p>According to John Linnell, the border designs, unique to the engraved series, were a last-minute addition to the copperplates. Blake also added a title page, perhaps late in the production process. The title page is not numbered, but all the others are numbered, upper right in the copperplate, 1-21. The plate numbered ""1"" (Object 3 here) was mistakenly dated 1828 in the imprint; all the others were dated 1825. Linnell's account books show that the engravings were not published until March 1826.</p><p>Blake follows the general outline of the story of Job in the Bible, but also incorporates into his designs many motifs representing his personal interpretation. At the beginning, Job and his family attend only to the letter, rather than the spirit, of God's laws. Job thereby falls under a false conception of God and into the hands of Satan. Job's sufferings are recorded in the first half of the series, culminating in his horrific vision of a devil-god in the eleventh design. Job's spiritual education and material restoration are pictured in the second half of the series. In the penultimate design, Job tells his story to his daughters; the entire family is restored to life in the final design. Some critics and biographers have interpreted the Job series as personal statements about Blake's own tribulations and the spiritual peace he found late in life. However appealing this approach may be, it is made questionable by the early dating of the Butts series, the basis for all the later series.</p>",bb421.info.xml,0,
A Small Book of Designs,spb,1796,bb136.a.1.sp.100.jpg,bb136.a,bb136,"<p>The miniature portrait painter Ozias Humphry commissioned Blake to print ""a selection from the different Books of such as could be Printed without the Writing,"" as Blake wrote Dawson Turner in a letter of 9 June 1818 (Erdman page 771). These impressions of the designs only from Blake's illuminated books were richly color printed, very probably in 1796, the date Blake wrote on an impression of <i>The First Book of Urizen</i> Plate 1 in Copy B of <i>A Small Book of Designs</i>. Copy A, now in the British Museum, was prepared for Humphry and passed from his collection to his son, William Upcott. Blake or his wife Catherine gathered the 23 impressions with string through three holes, the method they used in his illuminated books, but he did not number them; they may not constitute a sequential series but simply a gathering of beautifully color printed designs.</p><p>When preparing the set of prints for Humphry in 1796, Blake apparently pulled a second impression of each plate (or at least of most of them) to build up his own stock of works. These impressions, now widely dispersed and eight not discovered until 2007, constitute most of Copy B of <i>A Small Book of Designs</i>. The thinner color printing in the Copy B impressions indicates that they are second pulls with little if any addition of color to the copperplates between pulls. Like those in Copy A, these impressions were stabbed through three holes. Many years later, probably c. 1818 or later, Blake added pen and ink framing lines around the prints (similar to those in <i>Songs</i> Copies R and V, both in the Archive), inscribed most of them with verse captions, and numbered them, apparently to indicate their order in a series. Blake had at least 22 numbered and framed impressions at one time, although subsequent treatment (or mistreatment) led to the erasure of some of the numbers and the trimming of the framing lines and captions.</p><p>Shared stab holes indicate that Copy B was at one time bound, probably by Blake or his wife Catherine. Three plates in Copy B&mdash;<i>The First Book of Urizen</i> Plates 9, 12, and 22&mdash;are not present in Copy A. These three impressions were probably not pulled during the 1796 printing of Copy A but were printed as part of Blake's production of color printed copies of <i>Urizen</i> in 1794. They are all full-page designs without text and thus could be incorporated into a group specifically printed without texts.</p><p>In his 1818 letter to Turner, Blake explains, with a note of regret, that the color prints for Humphry were created ""with the Loss of some of the best things For they when Printed perfect accompany Poetical Personifications &amp; Acts without which Poems they never could have been Executed"" (Erdman page 771). Although the impressions in <i>A Small Book of Designs</i> are some of Blake's finest works as a color printer, their separation from the texts of the illuminated books sacrifices the interplay between words and images. Blake's attitude toward the Book of Designs when he produced them may have differed from his much later statements to Turner.  Perhaps the verses he added to Copy B at about the same time he was writing to Turner were attempts to compensate for that loss.</p>",bb136.info.xml,0,
